"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting","dominant","max_val"
"20","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8065472222222,151.304825,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0053D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,36,4,8,0,0,0,0,0,24,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6258001.68071752,343091.553371721,"Macroalgae..Articulated.calcareous..red",36
"21","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8065388888889,151.304805555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0054D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258002.74104261,343089.770647304,"Macroalgae..Large.canopy.forming...Ecklonia",100
"22","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.806525,151.304780555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0055D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258003.91404185,343087.417295914,"Macroalgae..Large.canopy.forming...Ecklonia",100
"23","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.806525,151.304780555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0055D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258004.19299825,343087.346538782,"Macroalgae..Large.canopy.forming...Ecklonia",100
"24","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8064972222222,151.304741666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0057D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,4,6258007.25058335,343083.489390939,"Macroalgae..Large.canopy.forming...Ecklonia",92
"25","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8064972222222,151.304741666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0057D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,6258007.05561197,343083.750308684,"Macroalgae..Large.canopy.forming...Ecklonia",84
"26","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258011.012361,343076.925920894,"Macroalgae..Large.canopy.forming...Ecklonia",100
"27","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,6258011.30525537,343076.915954218,"Macroalgae..Large.canopy.forming...Ecklonia",88
"28","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,4,6258011.19787582,343076.78445853,"Macroalgae..Large.canopy.forming...Ecklonia",96
"29","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258011.33675197,343076.883718763,"Macroalgae..Large.canopy.forming...Ecklonia",100
"30","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258011.28649531,343076.973327924,"Macroalgae..Large.canopy.forming...Ecklonia",100
"31","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",33.8064583333333,151.304669444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0060D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,32,0,0,0,0,0,0,0,0,0,0,4,28,6258011.3314255,343077.067401723,"Macroalgae..Laminate..brown",36
"32","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8064277777778,151.304605555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0063D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258014.58043126,343070.951111496,"Macroalgae..Large.canopy.forming...Ecklonia",100
"33","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063972222222,151.304536111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0066D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,6258017.93868171,343064.515718751,"Macroalgae..Large.canopy.forming...Ecklonia",68
"34","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258019.00515079,343062.651260113,"Macroalgae..Large.canopy.forming...Ecklonia",100
"35","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258018.95589904,343062.518934662,"Macroalgae..Large.canopy.forming...Ecklonia",100
"36","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,6258018.97400052,343062.615141161,"Macroalgae..Large.canopy.forming...Ecklonia",96
"37","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258018.86096859,343062.617211622,"Macroalgae..Large.canopy.forming...Ecklonia",100
"38","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258018.94330812,343062.650709278,"Macroalgae..Large.canopy.forming...Ecklonia",100
"39","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",33.8063861111111,151.304516666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0067D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,6258018.97766037,343062.766643155,"Macroalgae..Large.canopy.forming...Ecklonia",96
"40","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.806375,151.304494444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0068D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258020.2071812,343060.655501214,"Macroalgae..Large.canopy.forming...Ecklonia",100
"41","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063611111111,151.304472222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0069D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,6258021.69977586,343058.48020047,"Macroalgae..Large.canopy.forming...Ecklonia",92
"42","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8063611111111,151.304472222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0069D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258021.54222417,343058.471316662,"Macroalgae..Large.canopy.forming...Ecklonia",100
"43","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063472222222,151.304441666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0070D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,6258023.14755998,343055.712380813,"Macroalgae..Large.canopy.forming...Ecklonia",96
"44","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8063472222222,151.304441666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0070D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258023.42208523,343055.698350795,"Macroalgae..Large.canopy.forming...Ecklonia",100
"45","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063361111111,151.304422222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0071D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258024.49647956,343053.753495747,"Macroalgae..Large.canopy.forming...Ecklonia",100
"46","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063277777778,151.304402777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0072D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258025.52778497,343051.936381676,"Macroalgae..Large.canopy.forming...Ecklonia",100
"47","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8063277777778,151.304402777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0072D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258025.29814456,343052.043589388,"Macroalgae..Large.canopy.forming...Ecklonia",100
"48","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8063083333333,151.304361111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0074D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258027.41233422,343048.191283812,"Macroalgae..Large.canopy.forming...Ecklonia",100
"49","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8063083333333,151.304361111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0074D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,4,6258027.40300249,343048.103195898,"Macroalgae..Large.canopy.forming...Ecklonia",56
"50","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8062972222222,151.304338888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0075D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6258028.4998047,343046.125080565,"Macroalgae..Large.canopy.forming...Ecklonia",56
"51","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8062972222222,151.304338888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0075D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,40,0,0,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,4,6258028.53585276,343046.07678038,"Macroalgae..Filamentous...filiform...brown",40
"52","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8062888888889,151.304319444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0076D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,16,4,24,0,0,0,0,0,16,0,0,0,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6258029.72077295,343044.160525448,"Macroalgae..Large.canopy.forming...Ecklonia",32
"53","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8062888888889,151.304319444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0076D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,28,0,16,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,6258029.45791811,343044.255840057,"Macroalgae..Large.canopy.forming...Ecklonia",48
"54","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.806275,151.3043,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0077D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,24,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6258031.15224853,343042.283402118,"Macroalgae..Large.canopy.forming...Ecklonia",28
"55","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8062666666667,151.304280555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0078D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,6258031.81438039,343040.724398275,"Macroalgae..Large.canopy.forming...Ecklonia",80
"56","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8062666666667,151.304280555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0078D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,6258031.72254983,343040.779135895,"Macroalgae..Large.canopy.forming...Ecklonia",84
"57","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8062388888889,151.304213888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0081D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258034.86554985,343034.322132153,"Macroalgae..Large.canopy.forming...Ecklonia",100
"58","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",33.8062111111111,151.304163888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0083D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,16,0,0,0,0,0,0,0,6258037.99555407,343029.575071481,"Macroalgae..Large.canopy.forming...Ecklonia",84
"59","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",33.8062111111111,151.304163888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0083D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,16,0,0,8,0,0,0,0,0,16,0,0,0,0,28,0,0,0,0,0,0,0,6258038.0158908,343029.736456907,"Macroalgae..Articulated.calcareous..red",32
